"rowname","site","state","year","date","delph.plant.num","delph.flower.num","viable","bombus.abund","bombus.rich","bomabund.scale","num.delph","prop.delph","prop.long","num.long","mean.fidelity","color.sim","corolla.sim","species.removed","num.removed","prop.removed"
"1024","Brush Creek Sign","control","2014",2014-07-29,"3","3.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1025","Brush Creek Sign","control","2014",2014-07-29,"3","3.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1026","Brush Creek Sign","control","2014",2014-07-29,"3","3.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1027","Brush Creek Sign","control","2014",2014-07-29,"4","4.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1028","Brush Creek Sign","control","2014",2014-07-29,"4","4.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1029","Brush Creek Sign","control","2014",2014-07-29,"7","7.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1030","Brush Creek Sign","control","2014",2014-07-29,"7","7.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1031","Brush Creek Sign","control","2014",2014-07-29,"7","7.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1032","Brush Creek Sign","control","2014",2014-07-29,"7","7.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1033","Brush Creek Sign","control","2014",2014-07-29,"7","7.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1034","Brush Creek Sign","control","2014",2014-07-29,"7","7.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1035","Brush Creek Sign","control","2014",2014-08-15,"6","6.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1036","Brush Creek Sign","control","2014",2014-08-15,"6","6.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1037","Brush Creek Sign","control","2014",2014-08-15,"6","6.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1038","Brush Creek Sign","control","2014",2014-08-15,"6","6.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1039","Brush Creek Sign","control","2014",2014-07-29,"17","17.2",4,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1040","Brush Creek Sign","control","2014",2014-07-29,"3","3.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1041","Brush Creek Sign","control","2014",2014-07-29,"3","3.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1042","Brush Creek Sign","control","2014",2014-08-15,"6","6.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1043","Brush Creek Sign","control","2014",2014-08-15,"6","6.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1044","Brush Creek Sign","control","2014",2014-07-29,"4","4.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1045","Brush Creek Sign","control","2014",2014-07-29,"4","4.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1046","Brush Creek Sign","control","2014",2014-07-29,"4","4.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1047","Brush Creek Sign","control","2014",2014-07-29,"5","5.1",8,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1048","Brush Creek Sign","control","2014",2014-07-29,"5","5.1",10,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1049","Brush Creek Sign","control","2014",2014-07-29,"5","5.1",2,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1050","Brush Creek Sign","control","2014",2014-07-29,"15","15.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1051","Brush Creek Sign","control","2014",2014-07-29,"15","15.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1052","Brush Creek Sign","control","2014",2014-07-29,"15","15.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1053","Brush Creek Sign","control","2014",2014-08-15,"9","9.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1054","Brush Creek Sign","control","2014",2014-08-15,"9","9.1",2,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1055","Brush Creek Sign","control","2014",2014-08-15,"9","9.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1056","Brush Creek Sign","control","2014",2014-08-15,"9","9.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1057","Brush Creek Sign","control","2014",2014-08-15,"9","9.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1058","Brush Creek Sign","control","2014",2014-08-15,"9","9.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1059","Brush Creek Sign","control","2014",2014-08-15,"5","5.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1060","Brush Creek Sign","control","2014",2014-08-15,"5","5.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1061","Brush Creek Sign","control","2014",2014-08-15,"5","5.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1062","Brush Creek Sign","control","2014",2014-08-15,"2","2.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1063","Brush Creek Sign","control","2014",2014-08-15,"2","2.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1064","Brush Creek Sign","control","2014",2014-08-15,"2","2.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1065","Brush Creek Sign","control","2014",2014-08-15,"2","2.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1066","Brush Creek Sign","control","2014",2014-07-29,"1","1.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1067","Brush Creek Sign","control","2014",2014-07-29,"1","1.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1068","Brush Creek Sign","control","2014",2014-07-29,"1","1.2",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1069","Brush Creek Sign","control","2014",2014-07-29,"1","1.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1070","Brush Creek Sign","control","2014",2014-07-29,"1","1.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1071","Brush Creek Sign","control","2014",2014-07-29,"1","1.1",0,32,4,0.411530570641543,2421,0.477608995857171,0.90625,29,0.705882352941177,0,0.815332326283988,NA,0,0
"1072","Brush Creek Sign","manipulation","2014",2014-07-29,"31","31.2",13,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1073","Brush Creek Sign","manipulation","2014",2014-07-29,"31","31.2",6,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1074","Brush Creek Sign","manipulation","2014",2014-07-29,"31","31.2",11,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1075","Brush Creek Sign","manipulation","2014",2014-07-29,"32","32.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1076","Brush Creek Sign","manipulation","2014",2014-07-29,"21","21.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1077","Brush Creek Sign","manipulation","2014",2014-07-29,"32","32.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1078","Brush Creek Sign","manipulation","2014",2014-07-29,"32","32.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1079","Brush Creek Sign","manipulation","2014",2014-07-29,"32","32.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1080","Brush Creek Sign","manipulation","2014",2014-07-29,"32","32.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1081","Brush Creek Sign","manipulation","2014",2014-07-29,"30","30.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1082","Brush Creek Sign","manipulation","2014",2014-07-29,"30","30.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1083","Brush Creek Sign","manipulation","2014",2014-07-29,"21","21.1",1,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1084","Brush Creek Sign","manipulation","2014",2014-07-29,"21","21.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1085","Brush Creek Sign","manipulation","2014",2014-07-29,"35","35.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1086","Brush Creek Sign","manipulation","2014",2014-07-29,"32","32.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1087","Brush Creek Sign","manipulation","2014",2014-07-29,"33","33.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1088","Brush Creek Sign","manipulation","2014",2014-07-29,"33","33.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1089","Brush Creek Sign","manipulation","2014",2014-07-29,"33","33.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1090","Brush Creek Sign","manipulation","2014",2014-07-29,"34","34.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1091","Brush Creek Sign","manipulation","2014",2014-07-29,"38","38.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1092","Brush Creek Sign","manipulation","2014",2014-07-29,"40","40.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1093","Brush Creek Sign","manipulation","2014",2014-07-29,"40","40.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1094","Brush Creek Sign","manipulation","2014",2014-07-29,"34","34.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1095","Brush Creek Sign","manipulation","2014",2014-07-29,"25","25.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1096","Brush Creek Sign","manipulation","2014",2014-07-29,"25","25.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1097","Brush Creek Sign","manipulation","2014",2014-07-29,"30","30.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1098","Brush Creek Sign","manipulation","2014",2014-07-29,"30","30.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1099","Brush Creek Sign","manipulation","2014",2014-07-29,"30","30.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1100","Brush Creek Sign","manipulation","2014",2014-07-29,"31","31.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1101","Brush Creek Sign","manipulation","2014",2014-07-29,"31","31.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1102","Brush Creek Sign","manipulation","2014",2014-07-29,"31","31.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1103","Brush Creek Sign","manipulation","2014",2014-07-29,"30","30.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1104","Brush Creek Sign","manipulation","2014",2014-07-29,"29","29.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1105","Brush Creek Sign","manipulation","2014",2014-07-29,"29","29.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1106","Brush Creek Sign","manipulation","2014",2014-07-29,"29","29.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1107","Brush Creek Sign","manipulation","2014",2014-07-29,"29","29.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1108","Brush Creek Sign","manipulation","2014",2014-07-29,"29","29.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1109","Brush Creek Sign","manipulation","2014",2014-07-29,"29","29.2",1,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1110","Brush Creek Sign","manipulation","2014",2014-07-29,"28","28.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1111","Brush Creek Sign","manipulation","2014",2014-07-29,"37","37.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1112","Brush Creek Sign","manipulation","2014",2014-07-29,"35","35.2",5,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1113","Brush Creek Sign","manipulation","2014",2014-07-29,"37","37.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1114","Brush Creek Sign","manipulation","2014",2014-07-29,"39","39.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1115","Brush Creek Sign","manipulation","2014",2014-07-29,"36","36.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1116","Brush Creek Sign","manipulation","2014",2014-07-29,"36","36.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1117","Brush Creek Sign","manipulation","2014",2014-07-29,"37","37.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1118","Brush Creek Sign","manipulation","2014",2014-07-29,"36","36.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1119","Brush Creek Sign","manipulation","2014",2014-07-29,"34","34.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1120","Brush Creek Sign","manipulation","2014",2014-07-29,"37","37.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1121","Brush Creek Sign","manipulation","2014",2014-07-29,"33","33.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1122","Brush Creek Sign","manipulation","2014",2014-07-29,"33","33.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1123","Brush Creek Sign","manipulation","2014",2014-07-29,"37","37.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1124","Brush Creek Sign","manipulation","2014",2014-07-29,"36","36.1",11,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1125","Brush Creek Sign","manipulation","2014",2014-07-29,"36","36.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1126","Brush Creek Sign","manipulation","2014",2014-07-29,"33","33.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1127","Brush Creek Sign","manipulation","2014",2014-07-29,"34","34.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1128","Brush Creek Sign","manipulation","2014",2014-07-29,"34","34.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1129","Brush Creek Sign","manipulation","2014",2014-07-29,"34","34.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1130","Brush Creek Sign","manipulation","2014",2014-07-29,"36","36.1",2,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1131","Brush Creek Sign","manipulation","2014",2014-07-29,"39","39.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1132","Brush Creek Sign","manipulation","2014",2014-07-29,"35","35.1",2,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1133","Brush Creek Sign","manipulation","2014",2014-07-29,"39","39.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1134","Brush Creek Sign","manipulation","2014",2014-07-29,"40","40.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1135","Brush Creek Sign","manipulation","2014",2014-07-29,"40","40.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1136","Brush Creek Sign","manipulation","2014",2014-07-29,"40","40.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1137","Brush Creek Sign","manipulation","2014",2014-07-29,"40","40.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1138","Brush Creek Sign","manipulation","2014",2014-07-29,"35","35.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1139","Brush Creek Sign","manipulation","2014",2014-07-29,"35","35.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1140","Brush Creek Sign","manipulation","2014",2014-07-29,"35","35.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1141","Brush Creek Sign","manipulation","2014",2014-07-29,"38","38.1",14,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1142","Brush Creek Sign","manipulation","2014",2014-07-29,"38","38.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1143","Brush Creek Sign","manipulation","2014",2014-07-29,"38","38.2",3,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1144","Brush Creek Sign","manipulation","2014",2014-07-29,"38","38.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1145","Brush Creek Sign","manipulation","2014",2014-07-29,"38","38.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1146","Brush Creek Sign","manipulation","2014",2014-07-29,"37","37.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1147","Brush Creek Sign","manipulation","2014",2014-07-29,"25","25.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1148","Brush Creek Sign","manipulation","2014",2014-07-29,"25","25.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1149","Brush Creek Sign","manipulation","2014",2014-08-15,"28","28.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1150","Brush Creek Sign","manipulation","2014",2014-08-15,"28","28.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1151","Brush Creek Sign","manipulation","2014",2014-08-15,"28","28.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1152","Brush Creek Sign","manipulation","2014",2014-08-15,"28","28.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1153","Brush Creek Sign","manipulation","2014",2014-08-15,"28","28.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1154","Brush Creek Sign","manipulation","2014",2014-07-29,"26","26.2",12,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1155","Brush Creek Sign","manipulation","2014",2014-07-29,"26","26.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1156","Brush Creek Sign","manipulation","2014",2014-07-29,"26","26.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1157","Brush Creek Sign","manipulation","2014",2014-08-15,"27","27.1",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1158","Brush Creek Sign","manipulation","2014",2014-08-15,"27","27.2",0,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
"1159","Brush Creek Sign","manipulation","2014",2014-07-29,"26","26.1",11,28,5,0.354767733311675,2421,0.477608995857171,0.857142857142857,24,0.916666666666667,0,0.815332326283988,"Bombus appositus",232,0.892307692307692
